1789477506,547562515,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477506,651965184,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477506,748222450,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477506,846855053,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477506,947988925,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477507,51852182,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477507,151312196,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477507,252161300,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477507,355228968,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477507,450374051,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477507,547140732,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477507,653092761,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477507,752295500,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477507,852572744,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477507,951980391,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477508,49090130,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477508,148006725,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477508,247036148,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477508,348096022,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477508,448217846,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477508,546966001,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477508,647438599,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477508,751953977,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477508,848096794,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477508,947123659,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477509,50281709,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477509,148777860,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477509,246873854,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477509,351246628,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477509,449200319,n/a,-0.5,0.0,0.0,0.0,0.0,0.0
1789477509,546836769,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477509,650409081,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477509,750192787,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477509,848065272,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477509,950325357,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477510,47667011,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477510,148913596,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477510,249733141,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477510,351330547,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477510,451821017,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477510,549127962,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477510,651135856,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477510,749876936,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477510,848971783,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477510,949991622,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477511,49058229,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477511,147171856,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477511,248084080,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477511,350208954,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477511,451743191,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477511,553269792,n/a,0.5,0.0,0.0,0.0,0.0,0.0
1789477511,651283553,n/a,0.5,0.0,0.0,0.0,0.0,0.0
